ENTREZID,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
231003,Klhl17,kelch-like 17,-0.199133005,5.193035861,-1.680782004,0.115521814,0.20491813,-5.94993275
73442,Hspa12a,heat shock protein 12A,-0.409192886,1.752248111,-1.680772287,0.115523733,0.20491813,-5.24685062
382118,Zkscan7,zinc finger with KRAB and SCAN domains 7,-0.4849866,1.758909561,-1.683535207,0.115571159,0.204957255,-5.244596049
27410,Abca3,"ATP-binding cassette, sub-family A (ABC1), member 3",-0.284179856,3.437719986,-1.680514373,0.115574684,0.204957255,-5.624018292
245865,Spag4,sperm associated antigen 4,0.732357592,-0.575913263,1.680273691,0.115622248,0.205015977,-4.768772618
72162,Dhx36,DEAH (Asp-Glu-Ala-His) box polypeptide 36,-0.190883586,5.508873026,-1.679945101,0.115687213,0.205105535,-5.990428753
13544,Dvl3,dishevelled segment polarity protein 3,-0.191728767,5.486144512,-1.67931925,0.115811036,0.205299409,-5.988934859
26556,Homer1,homer scaffolding protein 1,0.221773549,7.337708292,1.683320749,0.115849836,0.205342532,-6.017486859
13144,Dapk3,death-associated protein kinase 3,-0.247239706,4.316616742,-1.679017557,0.115870767,0.205353975,-5.806707971
75572,Acyp2,"acylphosphatase 2, muscle type",0.309211533,2.995429312,1.678661606,0.115941275,0.205453268,-5.526165134
208994,Fam83b,"family with sequence similarity 83, member B",0.252320652,4.244803931,1.678562335,0.115960945,0.205462462,-5.790380847
67943,Mesd,mesoderm development LRP chaperone,0.199306123,5.394055747,1.678031843,0.116066112,0.205623118,-5.977498645
75725,Phf14,PHD finger protein 14,-0.197024719,5.434876009,-1.677763498,0.116119341,0.205646838,-5.985651611
69692,Hddc2,HD domain containing 2,0.329348928,2.685461116,1.677755177,0.116120992,0.205646838,-5.458267217
66998,Psmd5,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 5",-0.249516772,3.930052969,-1.677745119,0.116122987,0.205646838,-5.732278749
22196,Ube2i,ubiquitin-conjugating enzyme E2I,0.181089052,6.535646576,1.67733001,0.116205373,0.205727119,-6.038618505
17692,Msl3,MSL complex subunit 3,-0.196017134,5.582648264,-1.677313787,0.116208594,0.205727119,-6.00168554
69454,Clic3,chloride intracellular channel 3,-0.580916067,0.307621471,-1.677297525,0.116211823,0.205727119,-4.938916576
13018,Ctcf,CCCTC-binding factor,-0.186482456,5.984397909,-1.676875334,0.116295671,0.205828418,-6.028478125
15953,Ifi47,interferon gamma inducible protein 47,1.022815308,4.728647129,2.096570797,0.116298062,0.205828418,-5.416260145
320204,Etfbkmt,electron transfer flavoprotein beta subunit lysine methyltransferase,-0.402539942,2.294512152,-1.676786861,0.116313248,0.205829618,-5.375191356
54670,Atp8b1,"ATPase, class I, type 8B, member 1",0.426667725,1.621425353,1.676245148,0.116420925,0.20599447,-5.219065044
70676,Gulp1,"GULP, engulfment adaptor PTB domain containing 1",-0.280676559,5.219120894,-1.713126015,0.116557072,0.206209649,-5.915195769
57438,Marchf7,membrane associated ring-CH-type finger 7,0.181840467,6.416557403,1.67527715,0.116613552,0.206283847,-6.040741551
171212,Galnt10,polypeptide N-acetylgalactosaminyltransferase 10,0.186391206,6.106005383,1.675152853,0.116638306,0.206293989,-6.034031077
244666,Sprtn,SprT-like N-terminal domain,0.261296858,3.734810844,1.675031135,0.116662552,0.206293989,-5.692578077
381903,Alg8,"asparagine-linked glycosylation 8 (alpha-1,3-glucosyltransferase)",0.458911753,1.41266617,1.675029347,0.116662908,0.206293989,-5.17347421
215693,Zmat1,"zinc finger, matrin type 1",-0.526244049,1.17499103,-1.674636283,0.116741234,0.206406765,-5.125770902
554327,2610042L04Rik,RIKEN cDNA 2610042L04 gene,0.652728026,-0.156578361,1.674434317,0.116781498,0.206452225,-4.850659597
77573,Vps33a,VPS33A CORVET/HOPS core subunit,-0.26498994,3.861659001,-1.674315849,0.116805121,0.206463653,-5.72312734
12417,Cbx3,chromobox 3,0.2222747,4.587118773,1.674255946,0.116817068,0.206463653,-5.86006373
19682,Rdh5,retinol dehydrogenase 5,-0.516112685,1.11355719,-1.673525563,0.116962816,0.206692313,-5.113904409
51789,Tnk2,"tyrosine kinase, non-receptor, 2",0.18319332,6.600331825,1.673461627,0.116975582,0.206692313,-6.04462754
381347,4930412O13Rik,RIKEN cDNA 4930412O13 gene,0.227179782,4.658184604,1.671988016,0.117270154,0.207184776,-5.875607043
64384,Sirt3,sirtuin 3,-0.327362454,3.245606253,-1.671921353,0.117283495,0.207184776,-5.594719038
18080,Nin,ninein,-0.197748503,5.295590599,-1.671790153,0.117309755,0.20719244,-5.977352749
109711,Actn1,"actinin, alpha 1",0.219056437,9.841262383,1.671753755,0.117317041,0.20719244,-5.891728619
241732,Tspyl3,TSPY-like 3,-0.49899862,0.929656486,-1.670975666,0.117472895,0.207441867,-5.077411288
23894,Gtf2h2,"general transcription factor II H, polypeptide 2",-0.288477098,3.259022646,-1.670539559,0.117560328,0.207570425,-5.599807948
19157,Cyth1,cytohesin 1,0.211950097,5.011168234,1.670436516,0.117580994,0.207581081,-5.935681519
209200,Dtx3l,"deltex 3-like, E3 ubiquitin ligase",-0.364672655,4.531659171,-1.739751416,0.117632906,0.20764092,-5.77424956
621961,Anp32b-ps1,"Bacidic (leucine-rich) nuclear phosphoprotein 32 family, member B, pseudogene 1",0.707649494,1.041602393,1.708308095,0.117646476,0.20764092,-5.050183097
74142,Lonp1,"lon peptidase 1, mitochondrial",0.189018894,6.302365863,1.670048738,0.117658797,0.20764092,-6.046585654
21981,Ppp1r13b,"protein phosphatase 1, regulatory subunit 13B",0.196923545,5.170262818,1.66902362,0.117864691,0.207978405,-5.961380038
97440,B3gnt9,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9",-0.541770778,0.678051085,-1.667711294,0.118128729,0.208418391,-5.028130977
76642,1700113A16Rik,RIKEN cDNA 1700113A16 gene,0.27753108,3.381843291,1.667348322,0.11820185,0.208521468,-5.628132215
207352,Sec23ip,Sec23 interacting protein,-0.210268186,5.267781958,-1.667068031,0.118258341,0.208595187,-5.980684786
21763,Tex2,testis expressed gene 2,-0.211741125,5.25680323,-1.666587522,0.118355241,0.208740154,-5.979870941
330502,Zfp82,zinc finger protein 82,-0.594843116,0.320549432,-1.666238613,0.118425645,0.208838362,-4.957096663
17025,Alad,"aminolevulinate, delta-, dehydratase",0.284706669,3.518012218,1.665644955,0.11854552,0.209023774,-5.659889062
80509,Med8,mediator complex subunit 8,0.275361197,3.653033602,1.665294968,0.118616241,0.209099219,-5.689487426
229474,Fhdc1,FH2 domain containing 1,-0.188222855,7.036528055,-1.66521681,0.118632039,0.209099219,-6.05302729
75221,Dpp3,dipeptidylpeptidase 3,-0.189786411,5.566605739,-1.665207819,0.118633856,0.209099219,-6.018096045
83669,Wdr6,WD repeat domain 6,-0.204717189,6.596397532,-1.665141502,0.118647263,0.209099219,-6.057992134
69256,Zfp397,zinc finger protein 397,-0.220829137,4.523070864,-1.664903162,0.118695455,0.20915817,-5.864998244
66213,Med7,mediator complex subunit 7,0.246724111,4.712885253,1.666638791,0.118778988,0.209279372,-5.893216733
26894,Cops7a,COP9 signalosome subunit 7A,0.185307922,5.778070903,1.663611257,0.118956977,0.209566949,-6.034802653
74351,Ddx23,DEAD box helicase 23,-0.192735534,5.931718658,-1.662361576,0.11921043,0.209987381,-6.047795352
327744,E130307A14Rik,RIKEN cDNA E130307A14 gene,-0.36807666,2.13095594,-1.661238962,0.119438512,0.210363026,-5.360950497
16588,Kin,Kin17 DNA and RNA binding protein,-0.276153506,3.354809624,-1.660558535,0.11957694,0.210580692,-5.635342046
227699,Nup188,nucleoporin 188,0.193262865,5.755639932,1.660446873,0.11959967,0.210594579,-6.037895383
407831,Tmem204,transmembrane protein 204,-0.51047937,1.061321546,-1.660332516,0.119622953,0.210609436,-5.121382748
59044,Rnf130,ring finger protein 130,-0.189471374,5.945346726,-1.659624302,0.119767231,0.210837288,-6.052443738
228994,Ythdf1,YTH N6-methyladenosine RNA binding protein 1,0.197702465,6.845555023,1.659514964,0.119789519,0.21085036,-6.063773416
268534,Sntg2,"syntrophin, gamma 2",0.329667745,2.650183495,1.659223825,0.119848883,0.210913232,-5.477419662
78586,Srbd1,S1 RNA binding domain 1,-0.235983005,4.094452429,-1.659186194,0.119856558,0.210913232,-5.792975194
266781,Snx17,sorting nexin 17,-0.181008778,6.025728184,-1.659121089,0.119869838,0.210913232,-6.056372587
69957,Cdc16,CDC16 cell division cycle 16,0.182681235,5.713393919,1.658269508,0.120043653,0.211192869,-6.038066772
224023,Klhl22,kelch-like 22,-0.238745978,4.739726096,-1.657680901,0.12016392,0.211378244,-5.912733623
68401,G6pc3,"glucose 6 phosphatase, catalytic, 3",0.196835879,5.13948314,1.657005138,0.120302126,0.211595123,-5.974699794
106766,Stap2,signal transducing adaptor family member 2,-0.238832765,4.225136909,-1.656900537,0.120323531,0.211606537,-5.821891645
22756,Zfp94,zinc finger protein 94,-0.526657962,0.77687704,-1.656585541,0.12038801,0.211693692,-5.065079623
100861840,NA,NA,-0.623371504,-0.088624781,-1.656447905,0.120416194,0.211717008,-4.892678439
68051,Nutf2,nuclear transport factor 2,0.291651404,3.396049611,1.656075268,0.120492527,0.211824966,-5.64760552
22696,Zfp37,zinc finger protein 37,-0.381662848,2.043416427,-1.655910993,0.120526191,0.211857895,-5.348802353
52163,Camk1,calcium/calmodulin-dependent protein kinase I,-0.187004631,6.142368391,-1.655779862,0.120553069,0.211878889,-6.0650701
18133,Ccn3,cellular communication network factor 3,-0.69467323,-0.233812575,-1.655399055,0.120631153,0.211989864,-4.867299655
67809,Rmdn3,regulator of microtubule dynamics 3,0.244620923,4.268946342,1.655058017,0.12070112,0.212086549,-5.829819002
106512,Gpsm3,"G-protein signalling modulator 3 (AGS3-like, C. elegans)",0.534914423,0.721162119,1.654757098,0.120762886,0.2121688,-5.051335028
100042332,2810410L24Rik,RIKEN cDNA 2810410L24 gene,-0.559565362,0.446007764,-1.65459654,0.120795853,0.212200441,-4.999024349
60409,Trappc4,trafficking protein particle complex 4,-0.240974172,4.198523059,-1.654492341,0.120817252,0.212211755,-5.820260183
54197,Rnf5,ring finger protein 5,-0.296154189,3.243020297,-1.654416032,0.120832925,0.212213011,-5.619918749
64075,Smoc1,SPARC related modular calcium binding 1,-0.53246291,0.93550232,-1.654082005,0.120901553,0.212307257,-5.102577602
66364,Pigbos1,Pigb opposite strand 1,-0.371560805,2.104541745,-1.653634037,0.120993644,0.212442677,-5.365968959
77480,Kidins220,kinase D-interacting substrate 220,-0.1965852,7.517921855,-1.653257771,0.121071042,0.212531755,-6.054965596
71804,Mtfr2,mitochondrial fission regulator 2,0.287050232,4.021336341,1.656696179,0.121088124,0.212531755,-5.779057653
56527,Mast1,microtubule associated serine/threonine kinase 1,-0.571387659,0.550543847,-1.653168948,0.121089319,0.212531755,-5.022227942
230073,Ddx58,DEAD/H box helicase 58,-0.218862951,5.573146101,-1.655965381,0.121108173,0.212538552,-6.032914058
20744,Strbp,spermatid perinuclear RNA binding protein,0.26533613,4.170361246,1.652792009,0.121166909,0.212615329,-5.813938848
67453,Slc25a46,"solute carrier family 25, member 46",-0.224026448,4.497457122,-1.651564243,0.121419935,0.213032972,-5.880121374
223921,Aaas,"achalasia, adrenocortical insufficiency, alacrimia",0.268118678,3.507201924,1.651457557,0.121441943,0.213045239,-5.678721419
68559,Pdrg1,p53 and DNA damage regulated 1,0.24478619,4.121582545,1.651210608,0.121492899,0.213108279,-5.806841497
55947,Dclre1a,DNA cross-link repair 1A,-0.255706412,3.847297184,-1.650970427,0.121542477,0.213168886,-5.754527992
71779,Marchf8,membrane associated ring-CH-type finger 8,-0.192996473,5.195188032,-1.650748426,0.121588317,0.213206287,-5.994635932
56219,Extl1,exostosin-like glycosyltransferase 1,0.745321549,0.254352205,1.664945495,0.121593858,0.213206287,-4.943678356
231130,Tnip2,TNFAIP3 interacting protein 2,0.202003673,4.961582274,1.650477006,0.121644383,0.213264086,-5.957457664
107328,Trpt1,tRNA phosphotransferase 1,-0.36173434,2.201323899,-1.650416489,0.121656886,0.213264086,-5.392649483
217365,Nploc4,"NPL4 homolog, ubiquitin recognition factor",0.1810818,5.891191811,1.650253719,0.121690523,0.213296694,-6.061601333
13688,Eif4ebp2,eukaryotic translation initiation factor 4E binding protein 2,0.206293116,5.330700823,1.649912292,0.121761104,0.213394044,-6.010969628
227094,Nemp2,nuclear envelope integral membrane protein 2,-0.428956369,2.009953971,-1.649662086,0.121812851,0.213452865,-5.349988218
22404,Wiz,widely-interspaced zinc finger motifs,0.195913348,5.879517626,1.649604521,0.121824758,0.213452865,-6.06173095
269060,Dagla,"diacylglycerol lipase, alpha",-0.289876085,3.256167214,-1.648673694,0.122017452,0.213764089,-5.631231978
24132,Zfp53,zinc finger protein 53,-0.548662404,1.184595779,-1.650901763,0.122149927,0.21396975,-5.16240928
19166,Psma2,proteasome subunit alpha 2,0.193062094,6.460419458,1.64679422,0.122407336,0.214394182,-6.083141089
71409,Fmnl2,formin-like 2,0.201331826,5.130147533,1.646507743,0.122466858,0.214471956,-5.988757482
69125,Cnot8,"CCR4-NOT transcription complex, subunit 8",-0.226608235,4.437053032,-1.646300404,0.122509954,0.214520947,-5.87709544
226691,Ifi207,interferon activated gene 207,-0.823482536,-1.057519697,-1.646102799,0.122551038,0.214566405,-4.74149217
70998,Phf6,PHD finger protein 6,0.236928146,4.785760316,1.645624813,0.122683936,0.214768123,-5.935945047
100862057,NA,NA,0.485308073,1.137741815,1.645403499,0.122696527,0.214768123,-5.155048788
66161,Pop4,"processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae)",0.343640879,2.454614472,1.644794652,0.12282332,0.214963538,-5.454179932
16512,Kcnh3,"potassium voltage-gated channel, subfamily H (eag-related), member 3",-0.782988734,-0.813462457,-1.644628496,0.122857942,0.214997609,-4.782686663
213054,Gabpb2,"GA repeat binding protein, beta 2",-0.18019889,5.831969639,-1.644485051,0.122887838,0.215000294,-6.068893779
321014,4930473A02Rik,RIKEN cDNA 4930473A02 gene,-0.82770042,-0.94615711,-1.644475711,0.122889785,0.215000294,-4.761045706
236915,Arhgef9,CDC42 guanine nucleotide exchange factor (GEF) 9,-0.189197362,5.336760262,-1.644377748,0.122910206,0.215009506,-6.023065775
100043508,Ptges3-ps,"prostaglandin E synthase 3, pseudogene",0.245557444,4.217894266,1.644199286,0.122947415,0.21504808,-5.835978211
18738,Pitpna,"phosphatidylinositol transfer protein, alpha",-0.203868824,7.570755268,-1.643819507,0.123026631,0.215139119,-6.066533747
56224,Tspan5,tetraspanin 5,0.209544975,5.016709232,1.643804353,0.123029793,0.215139119,-5.975780338
76854,Gper1,G protein-coupled estrogen receptor 1,0.784572395,-0.888679512,1.64363566,0.123064995,0.215167707,-4.767718838
71275,Noxred1,NADP+ dependent oxidoreductase domain containing 1,-0.653422246,0.008123056,-1.643580657,0.123076475,0.215167707,-4.928488724
99696,Ankrd50,ankyrin repeat domain 50,0.214570373,5.243665406,1.64308978,0.123178966,0.215320353,-6.009623388
223665,C030006K11Rik,RIKEN cDNA C030006K11 gene,0.349784519,2.53428706,1.642985911,0.123200662,0.215331748,-5.474627148
21844,Tiam1,T cell lymphoma invasion and metastasis 1,0.198790441,6.003658699,1.642232533,0.12335813,0.215558151,-6.078512509
72199,Mms19,MMS19 cytosolic iron-sulfur assembly component,-0.217387016,5.01097704,-1.642220792,0.123360585,0.215558151,-5.979486364
93730,Lztfl1,leucine zipper transcription factor-like 1,-0.248906693,3.954116417,-1.642015341,0.123403559,0.215606686,-5.789763475
12696,Cirbp,cold inducible RNA binding protein,0.237822642,5.681230125,1.657694888,0.123543787,0.215825108,-6.038999987
22271,Upp1,uridine phosphorylase 1,0.4082872,2.016221945,1.64112699,0.123589522,0.215859909,-5.359245226
544696,Tbc1d32,"TBC1 domain family, member 32",-0.247289039,4.189545899,-1.64110495,0.123594139,0.215859909,-5.838131268
235606,Apeh,acylpeptide hydrolase,-0.217756528,4.537523175,-1.640868363,0.123643707,0.215919901,-5.902827998
237711,Eml6,echinoderm microtubule associated protein like 6,-0.436156066,2.003875284,-1.642251533,0.123704315,0.215999153,-5.359776089
16956,Lpl,lipoprotein lipase,0.221509755,4.41284372,1.639962003,0.123833763,0.216198572,-5.879220761
230657,Tmem69,transmembrane protein 69,-0.413253168,1.898151899,-1.639798131,0.123868152,0.216232002,-5.339072813
68205,Urm1,ubiquitin related modifier 1,0.208725437,4.670914926,1.639660257,0.123897093,0.216255912,-5.92558124
66827,Ttc1,tetratricopeptide repeat domain 1,-0.264647539,3.614569333,-1.639411847,0.123949249,0.216320335,-5.722511589
78394,Ddx52,DExD box helicase 52,-0.20889306,4.723716427,-1.639326665,0.123967139,0.216324945,-5.937003576
223722,Mcat,malonyl CoA:ACP acyltransferase (mitochondrial),0.41117382,2.093945084,1.639070345,0.124020983,0.216392287,-5.380041782
215351,Senp6,SUMO/sentrin specific peptidase 6,0.185044075,7.24628987,1.63899525,0.124036762,0.216393205,-6.08515429
19347,Dennd5a,DENN/MADD domain containing 5A,-0.178899396,7.305978757,-1.638643047,0.124110789,0.216472786,-6.084473231
70567,Fra10ac1,FRA10AC1 homolog (human),-0.36403148,2.149979678,-1.63861971,0.124115696,0.216472786,-5.39805593
12010,B2m,beta-2 microglobulin,0.259852527,9.347629115,1.654151079,0.124128154,0.216472786,-5.951303468
74729,Setmar,SET domain without mariner transposase fusion,-0.348157967,2.317502539,-1.638411579,0.124159461,0.216500771,-5.43649619
27215,Azi2,5-azacytidine induced gene 2,-0.182349028,5.5590541,-1.638305544,0.124181763,0.216513048,-6.056947577
72477,Tmem87b,transmembrane protein 87B,-0.176673004,6.360844917,-1.638191428,0.124205768,0.216528292,-6.095541217
233208,Scaf1,SR-related CTD-associated factor 1,-0.177771171,6.881268843,-1.637684743,0.124312404,0.216687562,-6.096460552
78777,Tepsin,"TEPSIN, adaptor related protein complex 4 accessory protein",-0.337167868,2.420625977,-1.637377193,0.124377168,0.216773819,-5.461466464
224903,Safb,scaffold attachment factor B,0.20195676,6.522743449,1.637181117,0.124418474,0.216819173,-6.097599031
66866,Nhlrc2,NHL repeat containing 2,-0.203133729,5.120573722,-1.636813045,0.124496044,0.216927705,-6.00420782
14660,Gls,glutaminase,0.19995419,8.538823,1.636610995,0.124538643,0.216966174,-6.022643072
320997,Cyp4f39,"cytochrome P450, family 4, subfamily f, polypeptide 39",-0.722539243,-0.430320364,-1.636563264,0.124548708,0.216966174,-4.858375602
13803,Enc1,ectodermal-neural cortex 1,-0.480501743,6.925526673,-1.823135234,0.124633817,0.217087779,-5.877853491
545641,Gm5860,predicted gene 5860,0.900678092,-0.946252425,1.639557261,0.124732559,0.217233098,-4.763489535
70383,Cox10,heme A:farnesyltransferase cytochrome c oxidase assembly factor 10,0.262976535,3.731449622,1.635483808,0.124776526,0.217282997,-5.749864946
69743,Casz1,castor zinc finger 1,-0.227558814,4.811446667,-1.635071035,0.124863737,0.217408178,-5.957843432
12298,Cacnb4,"calcium channel, voltage-dependent, beta 4 subunit",-0.2785353,6.583153535,-1.689905049,0.12494398,0.217521199,-6.034456241
68159,Stx19,syntaxin 19,-0.727190872,-0.796077224,-1.633876436,0.12511643,0.217771361,-4.800503724
68904,Abhd13,abhydrolase domain containing 13,0.211751159,4.952318124,1.633867255,0.125118373,0.217771361,-5.98024842
104799,Vipas39,"VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog",-0.267731652,4.085602837,-1.634181022,0.125162333,0.217821151,-5.82782208
66044,Dtd1,D-tyrosyl-tRNA deacylase 1,0.243570179,4.257009426,1.633424026,0.125212243,0.217881283,-5.859105547
12560,Cdh3,cadherin 3,-0.195603907,8.836657747,-1.633162234,0.125267716,0.217942367,-6.009846663
26987,Eif4e2,eukaryotic translation initiation factor 4E member 2,0.17990003,5.864661364,1.633113374,0.125278072,0.217942367,-6.085200979
12807,Hps3,"HPS3, biogenesis of lysosomal organelles complex 2 subunit 1",-0.249019504,4.133326855,-1.632302792,0.125449978,0.218214669,-5.840005388
76265,Tsen54,tRNA splicing endonuclease subunit 54,-0.234496564,4.312766075,-1.632192429,0.125473399,0.218217676,-5.874811574
232227,Iqsec1,IQ motif and Sec7 domain 1,-0.174697845,6.764387093,-1.632149694,0.12548247,0.218217676,-6.105974432
12006,Axin2,axin 2,0.406567761,2.333726822,1.633962188,0.125542938,0.218296073,-5.442006327
21687,Tek,TEK receptor tyrosine kinase,-0.371121051,2.43361206,-1.631654573,0.125587598,0.218306389,-5.47251253
11898,Ass1,argininosuccinate synthetase 1,0.533916454,0.624057186,1.631603375,0.125598473,0.218306389,-5.064115939
20410,Sorbs3,sorbin and SH3 domain containing 3,-0.233166071,4.069437334,-1.631603133,0.125598525,0.218306389,-5.828264907
20657,Sod3,"superoxide dismutase 3, extracellular",0.683038313,-0.197487845,1.631547128,0.125610422,0.218306389,-4.902781201
68396,Nat8,N-acetyltransferase 8 (GCN5-related),-0.385734852,3.413765505,-1.666624174,0.125723736,0.218476561,-5.647070641
330216,Mblac1,metallo-beta-lactamase domain containing 1,-0.734175616,-0.853908611,-1.630872612,0.125753786,0.218502017,-4.795195704
76260,Ttc8,tetratricopeptide repeat domain 8,-0.260215694,4.166879643,-1.630442766,0.125845221,0.218634112,-5.849259239
72201,Otud6b,OTU domain containing 6B,-0.18750299,5.547667382,-1.630274521,0.125881025,0.218669537,-6.067536697
14269,Fnbp1,formin binding protein 1,-0.176551811,6.479440599,-1.630162879,0.125904789,0.21868404,-6.108701037
73431,1700052K11Rik,RIKEN cDNA 1700052K11 gene,-0.325334924,2.557036081,-1.629817259,0.12597838,0.218785074,-5.503185083
665205,Gm14327,predicted gene 14327,-0.639990201,0.14578203,-1.629648283,0.126014372,0.218820796,-4.974351708
216618,Cfap36,cilia and flagella associated protein 36,-0.219957955,4.788226377,-1.62950862,0.126044128,0.218845679,-5.962116248
18214,Ddr2,"discoidin domain receptor family, member 2",-0.204938646,5.481785113,-1.62912796,0.126125259,0.218959747,-6.062373202
71591,Zfp251,zinc finger protein 251,-0.38973959,2.727488239,-1.635768896,0.126255524,0.219140654,-5.533896645
67547,Slc39a8,"solute carrier family 39 (metal ion transporter), member 8",-0.275337381,4.071297032,-1.631216636,0.126274302,0.219140654,-5.829663409
68212,Tmbim4,transmembrane BAX inhibitor motif containing 4,0.229565437,4.240305209,1.628422178,0.126275805,0.219140654,-5.863458374
20665,Sox10,SRY (sex determining region Y)-box 10,-0.203605868,7.078807121,-1.629245445,0.126322838,0.219195463,-6.105046222
75812,Tasp1,"taspase, threonine aspartase 1",0.300094415,3.073509495,1.627497102,0.126473362,0.219429814,-5.618359974
100217431,Snord69,"small nucleolar RNA, C/D box 69",0.534252141,1.059418721,1.627166078,0.12654412,0.219525732,-5.163175471
217039,Ggnbp2,gametogenetin binding protein 2,-0.175685804,6.723209913,-1.626851877,0.126611314,0.219615443,-6.113958595
78934,4930581F22Rik,RIKEN cDNA 4930581F22 gene,-0.423281888,1.916774522,-1.62674271,0.126634667,0.219629097,-5.361989622
68082,Dusp19,dual specificity phosphatase 19,-0.317444698,2.840584647,-1.626412129,0.126705408,0.219724926,-5.571538153
80752,Fam20c,"family with sequence similarity 20, member C",-0.317861995,4.8465764,-1.680021716,0.126740765,0.219759378,-5.909823085
211006,Sepsecs,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase,-0.401612326,1.939894065,-1.625952764,0.126803764,0.219841745,-5.368472607
56752,Aldh9a1,"aldehyde dehydrogenase 9, subfamily A1",-0.192275536,6.295055115,-1.625609258,0.126877357,0.219925359,-6.112820248
234515,Inpp4b,"inositol polyphosphate-4-phosphatase, type II",0.564320001,1.482183815,1.645119171,0.126882996,0.219925359,-5.234804478
67242,Gemin6,gem nuclear organelle associated protein 6,0.39973571,2.135645443,1.625495152,0.126901811,0.219931101,-5.409185385
68916,Cdkal1,CDK5 regulatory subunit associated protein 1-like 1,-0.238584665,3.974158224,-1.625080929,0.126990618,0.220058128,-5.818465557
234358,Zfp930,zinc finger protein 930,-0.467956539,1.378993833,-1.624609624,0.127091728,0.220206442,-5.243573561
81910,Rrbp1,ribosome binding protein 1,0.185719856,8.294160234,1.624364815,0.127144275,0.220269822,-6.055162157
227720,Nup214,nucleoporin 214,-0.186812075,5.542668776,-1.624294489,0.127159374,0.220269822,-6.075731324
100302529,Snord72,"small nucleolar RNA, C/D box 72",0.527847602,0.710725984,1.624222244,0.127174886,0.220269822,-5.092745479
56198,Heyl,hairy/enhancer-of-split related with YRPW motif-like,0.515000725,0.943126039,1.623648724,0.127298089,0.220414583,-5.143070946
171207,Arhgap4,Rho GTPase activating protein 4,0.449516705,1.233885998,1.623627352,0.127302682,0.220414583,-5.207795075
67941,Rps27l,ribosomal protein S27-like,0.189758456,5.766705292,1.623616219,0.127305074,0.220414583,-6.092623211
17967,Ncam1,neural cell adhesion molecule 1,0.185713507,5.538829197,1.62354134,0.127321168,0.220415548,-6.073506318
52023,Pibf1,progesterone immunomodulatory binding factor 1,0.2542502,3.697125873,1.622950991,0.127448114,0.220608393,-5.76096128
26931,Ppp2r5c,"protein phosphatase 2, regulatory subunit B', gamma",-0.174880296,6.717637083,-1.622637917,0.12751548,0.220685922,-6.12011867
72368,Borcs8,BLOC-1 related complex subunit 8,-0.271823546,3.53024618,-1.622598264,0.127524014,0.220685922,-5.728700739
74150,Slc35f5,"solute carrier family 35, member F5",-0.190522748,5.946070318,-1.62228232,0.127592033,0.220776701,-6.107162548
67091,Trappc6a,trafficking protein particle complex 6A,-0.252697921,3.739574821,-1.621182541,0.127829047,0.22115984,-5.775421005
226970,Arhgef4,Rho guanine nucleotide exchange factor (GEF) 4,0.33124594,3.028922156,1.621052646,0.127857066,0.221181342,-5.617426057
69590,Gpx8,glutathione peroxidase 8 (putative),-0.214507771,4.526238113,-1.620147273,0.128052505,0.2214916,-5.931017137
208076,Pknox2,Pbx/knotted 1 homeobox 2,-0.199833868,5.385670241,-1.620077215,0.128067639,0.2214916,-6.064545357
72404,Wdr44,WD repeat domain 44,-0.241962084,4.22527183,-1.61983853,0.128119212,0.221553785,-5.875982243
20168,Rtn3,reticulon 3,0.18897753,7.246396771,1.619541565,0.128183402,0.2216176,-6.113493035
26420,Mapk9,mitogen-activated protein kinase 9,-0.184848217,5.402675512,-1.619523273,0.128187356,0.2216176,-6.067410503
22122,Gfus,GDP-L-fucose synthase,0.237054532,3.963184168,1.619277916,0.128240413,0.221682313,-5.821721571
16523,Kcnj8,"potassium inwardly-rectifying channel, subfamily J, member 8",-0.479123493,1.329114462,-1.618701479,0.128365139,0.221870886,-5.240820013
242736,Pramel12,PRAME like 12,-0.299730612,3.640833721,-1.621057965,0.128449654,0.221989919,-5.755138803
64707,Suv39h2,suppressor of variegation 3-9 2,-0.323162958,4.108633067,-1.648212364,0.128682208,0.222364736,-5.818149083
76937,2810429I04Rik,RIKEN cDNA 2810429I04 gene,0.705614806,-0.671244505,1.617125497,0.128706677,0.222379932,-4.840339929
16782,Lamc2,"laminin, gamma 2",-0.294374233,10.60403283,-1.64259663,0.128802093,0.222517693,-5.892334776
338371,Endov,endonuclease V,-0.252602962,4.023365123,-1.6163752,0.128869552,0.222607127,-5.840994052
100041194,Ahnak2,AHNAK nucleoprotein 2,-0.541286001,0.715061783,-1.616246748,0.128897454,0.222628218,-5.108959461
13631,Eef2k,eukaryotic elongation factor-2 kinase,-0.173967172,6.141263406,-1.615810767,0.128992197,0.222761303,-6.123438404
16568,Kif3a,kinesin family member 3A,-0.202008044,4.756231383,-1.61574768,0.129005911,0.222761303,-5.976771336
